circle,division,subdivision,section,area,catdesc,catcode,totservices,billdservices,units,load,totservices_outlier_flag,billdservices_outlier_flag,units_outlier_flag,load_outlier_flag,catcode_circle_mean,catcode_circle_sum,catcode_circle_std,catcode_circle_count,catcode_circle_rank,totservices_circle_mean,totservices_circle_sum,totservices_circle_std,totservices_circle_count,totservices_circle_rank,billdservices_circle_mean,billdservices_circle_sum,billdservices_circle_std,billdservices_circle_count,billdservices_circle_rank,circle_encoded,division_encoded,catcode_std,totservices_std,billdservices_std,units_std,load_std,catcode_circle_mean_std,catcode_circle_sum_std,catcode_circle_std_std,catcode_circle_count_std,catcode_circle_rank_std,totservices_circle_mean_std,totservices_circle_sum_std,totservices_circle_std_std,totservices_circle_count_std,totservices_circle_rank_std,billdservices_circle_mean_std,billdservices_circle_sum_std,billdservices_circle_std_std,billdservices_circle_count_std,billdservices_circle_rank_std,totservices_log,billdservices_log,load_log,catcode_totservices_ratio,catcode_billdservices_ratio,catcode_units_ratio,catcode_load_ratio,catcode_catcode_circle_mean_ratio
NALGONDA,DEVARAKONDA,NAMPALLY,GURRAMPODU,TANEDARPALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,0.0,2.25,False,False,False,False,4.0,992,0.0,248,124.5,8.596774193548388,2132,28.3660055868438,248,192.5,7.157258064516129,1775.0,27.09847590732612,248,171.5,10.0,9.0,0.0,-0.22975656715743742,-0.1886597892124073,-0.17182218533908278,-0.20051256454681055,0.0,1.705290447573196,0.0,1.705290447573196,1.705290447573196,0.9817175426071723,1.6461350888677821,1.2536789064119818,1.705290447573196,2.481538424360507,1.038860275340047,1.6528928071326416,1.3275898875020076,1.705290447573196,2.164371095587604,0.6931471805599453,0.6931471805599453,1.1786549963416462,4.0,4.0,,1.7777777777777777,1.0
NALGONDA,NALGONDA,NAKREKAL,SHALIGOWRARAM,ITUKULAPADU,COTTAGE INDUSTRIES AND DHOBIGHATS,4,4,2.0,263.0,11.25,False,False,False,False,4.0,992,0.0,248,124.5,8.596774193548388,2132,28.3660055868438,248,64.0,7.157258064516129,1775.0,27.09847590732612,248,79.5,10.0,30.0,0.0,-0.06510180710647905,-0.12868560807913204,-0.09875753998598828,-0.05625342485651128,0.0,1.705290447573196,0.0,1.705290447573196,1.705290447573196,0.9817175426071723,1.6461350888677821,1.2536789064119818,1.705290447573196,0.10238108823339055,1.038860275340047,1.6528928071326416,1.3275898875020076,1.705290447573196,0.40269091225418396,1.6094379124341003,1.0986122886681098,2.505525936990736,1.0,2.0,0.015209125475285171,0.35555555555555557,1.0
NALGONDA,NALGONDA,NAKREKAL,SHALIGOWRARAM,MADARAM,COTTAGE INDUSTRIES AND DHOBIGHATS,4,3,3.0,90.0,6.0,False,False,False,False,4.0,992,0.0,248,124.5,8.596774193548388,2132,28.3660055868438,248,80.0,7.157258064516129,1775.0,27.09847590732612,248,57.0,10.0,30.0,0.0,-0.11998672712346517,-0.06871142694585676,-0.1468190747619782,-0.1404045896758525,0.0,1.705290447573196,0.0,1.705290447573196,1.705290447573196,0.9817175426071723,1.6461350888677821,1.2536789064119818,1.705290447573196,0.3986185775566113,1.038860275340047,1.6528928071326416,1.3275898875020076,1.705290447573196,-0.028154784756706852,1.3862943611198906,1.3862943611198906,1.9459101490553132,1.3333333333333333,1.3333333333333333,0.044444444444444446,0.6666666666666666,1.0
NALGONDA,NALGONDA,NAKREKAL,SHALIGOWRARAM,MANIMADDA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,300.0,2.25,False,False,False,False,4.0,992,0.0,248,124.5,8.596774193548388,2132,28.3660055868438,248,192.5,7.157258064516129,1775.0,27.09847590732612,248,171.5,10.0,30.0,0.0,-0.22975656715743742,-0.1886597892124073,-0.08847848341540085,-0.20051256454681055,0.0,1.705290447573196,0.0,1.705290447573196,1.705290447573196,0.9817175426071723,1.6461350888677821,1.2536789064119818,1.705290447573196,2.481538424360507,1.038860275340047,1.6528928071326416,1.3275898875020076,1.705290447573196,2.164371095587604,0.6931471805599453,0.6931471805599453,1.1786549963416462,4.0,4.0,0.013333333333333334,1.7777777777777777,1.0
NALGONDA,NALGONDA,NAKREKAL,SHALIGOWRARAM,SHALI GOWRARAM,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,0.0,3.38,False,False,False,False,4.0,992,0.0,248,124.5,8.596774193548388,2132,28.3660055868438,248,192.5,7.157258064516129,1775.0,27.09847590732612,248,171.5,10.0,30.0,0.0,-0.22975656715743742,-0.1886597892124073,-0.17182218533908278,-0.1824000281190285,0.0,1.705290447573196,0.0,1.705290447573196,1.705290447573196,0.9817175426071723,1.6461350888677821,1.2536789064119818,1.705290447573196,2.481538424360507,1.038860275340047,1.6528928071326416,1.3275898875020076,1.705290447573196,2.164371095587604,0.6931471805599453,0.6931471805599453,1.4770487243883548,4.0,4.0,,1.183431952662722,1.0
NALGONDA,DEVARAKONDA,NAMPALLY,MARRIGUDA,ANTHAMPET,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,2.0,126.0,3.0,False,False,False,False,4.0,992,0.0,248,124.5,8.596774193548388,2132,28.3660055868438,248,113.5,7.157258064516129,1775.0,27.09847590732612,248,79.5,10.0,9.0,0.0,-0.1748716471404513,-0.12868560807913204,-0.13681783053113636,-0.18849096957261893,0.0,1.705290447573196,0.0,1.705290447573196,1.705290447573196,0.9817175426071723,1.6461350888677821,1.2536789064119818,1.705290447573196,1.0188658208271046,1.038860275340047,1.6528928071326416,1.3275898875020076,1.705290447573196,0.40269091225418396,1.0986122886681098,1.0986122886681098,1.3862943611198906,2.0,2.0,0.031746031746031744,1.3333333333333333,1.0
NALGONDA,DEVARAKONDA,NAMPALLY,MARRIGUDA,MARRIGUDA(HQ),COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,10.0,0.94,False,False,False,False,4.0,992,0.0,248,124.5,8.596774193548388,2132,28.3660055868438,248,192.5,7.157258064516129,1775.0,27.09847590732612,248,171.5,10.0,9.0,0.0,-0.22975656715743742,-0.1886597892124073,-0.1690440619416267,-0.22151028376839857,0.0,1.705290447573196,0.0,1.705290447573196,1.705290447573196,0.9817175426071723,1.6461350888677821,1.2536789064119818,1.705290447573196,2.481538424360507,1.038860275340047,1.6528928071326416,1.3275898875020076,1.705290447573196,2.164371095587604,0.6931471805599453,0.6931471805599453,0.6626879730752367,4.0,4.0,0.4,4.25531914893617,1.0
NALGONDA,NALGONDA,NAKREKAL,SHALIGOWRARAM,VALLALA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,0.0,3.75,False,False,False,False,4.0,992,0.0,248,124.5,8.596774193548388,2132,28.3660055868438,248,192.5,7.157258064516129,1775.0,27.09847590732612,248,171.5,10.0,30.0,0.0,-0.22975656715743742,-0.1886597892124073,-0.17182218533908278,-0.17646937459842735,0.0,1.705290447573196,0.0,1.705290447573196,1.705290447573196,0.9817175426071723,1.6461350888677821,1.2536789064119818,1.705290447573196,2.481538424360507,1.038860275340047,1.6528928071326416,1.3275898875020076,1.705290447573196,2.164371095587604,0.6931471805599453,0.6931471805599453,1.55814461804655,4.0,4.0,,1.0666666666666667,1.0
NALGONDA,DEVARAKONDA,NAMPALLY,MARRIGUDA,SARAMPET,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,2.0,174.0,0.89,False,False,False,False,4.0,992,0.0,248,124.5,8.596774193548388,2132,28.3660055868438,248,113.5,7.157258064516129,1775.0,27.09847590732612,248,79.5,10.0,9.0,0.0,-0.1748716471404513,-0.12868560807913204,-0.12348283822334725,-0.22231172343334465,0.0,1.705290447573196,0.0,1.705290447573196,1.705290447573196,0.9817175426071723,1.6461350888677821,1.2536789064119818,1.705290447573196,1.0188658208271046,1.038860275340047,1.6528928071326416,1.3275898875020076,1.705290447573196,0.40269091225418396,1.0986122886681098,1.0986122886681098,0.636576829071551,2.0,2.0,0.022988505747126436,4.49438202247191,1.0
NALGONDA,DEVARAKONDA,NAMPALLY,MARRIGUDA,SHIVANNAGUDA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,8.0,3.0,False,False,False,False,4.0,992,0.0,248,124.5,8.596774193548388,2132,28.3660055868438,248,192.5,7.157258064516129,1775.0,27.09847590732612,248,171.5,10.0,9.0,0.0,-0.22975656715743742,-0.1886597892124073,-0.1695996866211179,-0.18849096957261893,0.0,1.705290447573196,0.0,1.705290447573196,1.705290447573196,0.9817175426071723,1.6461350888677821,1.2536789064119818,1.705290447573196,2.481538424360507,1.038860275340047,1.6528928071326416,1.3275898875020076,1.705290447573196,2.164371095587604,0.6931471805599453,0.6931471805599453,1.3862943611198906,4.0,4.0,0.5,1.3333333333333333,1.0
NALGONDA,DEVARAKONDA,NAMPALLY,MARRIGUDA,TAMMADAPALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,102.0,0.75,False,False,False,False,4.0,992,0.0,248,124.5,8.596774193548388,2132,28.3660055868438,248,192.5,7.157258064516129,1775.0,27.09847590732612,248,171.5,10.0,9.0,0.0,-0.22975656715743742,-0.1886597892124073,-0.14348532668503092,-0.22455575449519374,0.0,1.705290447573196,0.0,1.705290447573196,1.705290447573196,0.9817175426071723,1.6461350888677821,1.2536789064119818,1.705290447573196,2.481538424360507,1.038860275340047,1.6528928071326416,1.3275898875020076,1.705290447573196,2.164371095587604,0.6931471805599453,0.6931471805599453,0.5596157879354227,4.0,4.0,0.0392156862745098,5.333333333333333,1.0
NALGONDA,DEVARAKONDA,NAMPALLY,MARRIGUDA,TANDERPALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,37.0,0.75,False,False,False,False,4.0,992,0.0,248,124.5,8.596774193548388,2132,28.3660055868438,248,192.5,7.157258064516129,1775.0,27.09847590732612,248,171.5,10.0,9.0,0.0,-0.22975656715743742,-0.1886597892124073,-0.16154312876849533,-0.22455575449519374,0.0,1.705290447573196,0.0,1.705290447573196,1.705290447573196,0.9817175426071723,1.6461350888677821,1.2536789064119818,1.705290447573196,2.481538424360507,1.038860275340047,1.6528928071326416,1.3275898875020076,1.705290447573196,2.164371095587604,0.6931471805599453,0.6931471805599453,0.5596157879354227,4.0,4.0,0.10810810810810811,5.333333333333333,1.0
NALGONDA,DEVARAKONDA,NAMPALLY,MARRIGUDA,TIRUGANDLAPALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,2.0,128.0,1.68,False,False,False,False,4.0,992,0.0,248,124.5,8.596774193548388,2132,28.3660055868438,248,113.5,7.157258064516129,1775.0,27.09847590732612,248,79.5,10.0,9.0,0.0,-0.1748716471404513,-0.12868560807913204,-0.13626220585164514,-0.20964897672719618,0.0,1.705290447573196,0.0,1.705290447573196,1.705290447573196,0.9817175426071723,1.6461350888677821,1.2536789064119818,1.705290447573196,1.0188658208271046,1.038860275340047,1.6528928071326416,1.3275898875020076,1.705290447573196,0.40269091225418396,1.0986122886681098,1.0986122886681098,0.9858167945227653,2.0,2.0,0.03125,2.380952380952381,1.0
NALGONDA,DEVARAKONDA,NAMPALLY,MARRIGUDA,VATTIPALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,32.0,0.75,False,False,False,False,4.0,992,0.0,248,124.5,8.596774193548388,2132,28.3660055868438,248,192.5,7.157258064516129,1775.0,27.09847590732612,248,171.5,10.0,9.0,0.0,-0.22975656715743742,-0.1886597892124073,-0.16293219046722335,-0.22455575449519374,0.0,1.705290447573196,0.0,1.705290447573196,1.705290447573196,0.9817175426071723,1.6461350888677821,1.2536789064119818,1.705290447573196,2.481538424360507,1.038860275340047,1.6528928071326416,1.3275898875020076,1.705290447573196,2.164371095587604,0.6931471805599453,0.6931471805599453,0.5596157879354227,4.0,4.0,0.125,5.333333333333333,1.0
NALGONDA,MIRYALGUDA,HALIA,HALIYA,DOKKALABAITANDA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,2.0,3.75,False,False,False,False,4.0,992,0.0,248,124.5,8.596774193548388,2132,28.3660055868438,248,192.5,7.157258064516129,1775.0,27.09847590732612,248,171.5,10.0,28.0,0.0,-0.22975656715743742,-0.1886597892124073,-0.17126656065959156,-0.17646937459842735,0.0,1.705290447573196,0.0,1.705290447573196,1.705290447573196,0.9817175426071723,1.6461350888677821,1.2536789064119818,1.705290447573196,2.481538424360507,1.038860275340047,1.6528928071326416,1.3275898875020076,1.705290447573196,2.164371095587604,0.6931471805599453,0.6931471805599453,1.55814461804655,4.0,4.0,2.0,1.0666666666666667,1.0
NALGONDA,DEVARAKONDA,NAMPALLY,MARRIGUDA,YARAGANDLA PALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,3,2.0,173.0,3.2,False,False,False,False,4.0,992,0.0,248,124.5,8.596774193548388,2132,28.3660055868438,248,80.0,7.157258064516129,1775.0,27.09847590732612,248,79.5,10.0,9.0,0.0,-0.11998672712346517,-0.12868560807913204,-0.12376065056309285,-0.1852852109128345,0.0,1.705290447573196,0.0,1.705290447573196,1.705290447573196,0.9817175426071723,1.6461350888677821,1.2536789064119818,1.705290447573196,0.3986185775566113,1.038860275340047,1.6528928071326416,1.3275898875020076,1.705290447573196,0.40269091225418396,1.3862943611198906,1.0986122886681098,1.4350845252893227,1.3333333333333333,2.0,0.023121387283236993,1.25,1.0
NALGONDA,DEVARAKONDA,NAMPALLY,NAMPALLY,DAMERA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,63.0,0.75,False,False,False,False,4.0,992,0.0,248,124.5,8.596774193548388,2132,28.3660055868438,248,192.5,7.157258064516129,1775.0,27.09847590732612,248,171.5,10.0,9.0,0.0,-0.22975656715743742,-0.1886597892124073,-0.15432000793510955,-0.22455575449519374,0.0,1.705290447573196,0.0,1.705290447573196,1.705290447573196,0.9817175426071723,1.6461350888677821,1.2536789064119818,1.705290447573196,2.481538424360507,1.038860275340047,1.6528928071326416,1.3275898875020076,1.705290447573196,2.164371095587604,0.6931471805599453,0.6931471805599453,0.5596157879354227,4.0,4.0,0.06349206349206349,5.333333333333333,1.0
NALGONDA,DEVARAKONDA,NAMPALLY,NAMPALLY,DEVATHPALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,53.0,1.5,False,False,False,False,4.0,992,0.0,248,124.5,8.596774193548388,2132,28.3660055868438,248,192.5,7.157258064516129,1775.0,27.09847590732612,248,171.5,10.0,9.0,0.0,-0.22975656715743742,-0.1886597892124073,-0.15709813133256562,-0.21253415952100216,0.0,1.705290447573196,0.0,1.705290447573196,1.705290447573196,0.9817175426071723,1.6461350888677821,1.2536789064119818,1.705290447573196,2.481538424360507,1.038860275340047,1.6528928071326416,1.3275898875020076,1.705290447573196,2.164371095587604,0.6931471805599453,0.6931471805599453,0.9162907318741551,4.0,4.0,0.07547169811320754,2.6666666666666665,1.0
NALGONDA,DEVARAKONDA,NAMPALLY,NAMPALLY,HYDALAPUR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,2.0,193.0,3.75,False,False,False,False,4.0,992,0.0,248,124.5,8.596774193548388,2132,28.3660055868438,248,113.5,7.157258064516129,1775.0,27.09847590732612,248,79.5,10.0,9.0,0.0,-0.1748716471404513,-0.12868560807913204,-0.11820440376818073,-0.17646937459842735,0.0,1.705290447573196,0.0,1.705290447573196,1.705290447573196,0.9817175426071723,1.6461350888677821,1.2536789064119818,1.705290447573196,1.0188658208271046,1.038860275340047,1.6528928071326416,1.3275898875020076,1.705290447573196,0.40269091225418396,1.0986122886681098,1.0986122886681098,1.55814461804655,2.0,2.0,0.02072538860103627,1.0666666666666667,1.0
NALGONDA,MIRYALGUDA,HALIA,HALIYA,MALGIREDDYGUDEM,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,0.0,3.75,False,False,False,False,4.0,992,0.0,248,124.5,8.596774193548388,2132,28.3660055868438,248,192.5,7.157258064516129,1775.0,27.09847590732612,248,171.5,10.0,28.0,0.0,-0.22975656715743742,-0.1886597892124073,-0.17182218533908278,-0.17646937459842735,0.0,1.705290447573196,0.0,1.705290447573196,1.705290447573196,0.9817175426071723,1.6461350888677821,1.2536789064119818,1.705290447573196,2.481538424360507,1.038860275340047,1.6528928071326416,1.3275898875020076,1.705290447573196,2.164371095587604,0.6931471805599453,0.6931471805599453,1.55814461804655,4.0,4.0,,1.0666666666666667,1.0
NALGONDA,DEVARAKONDA,NAMPALLY,NAMPALLY,MALLAPARAJPALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,3,3.0,226.0,2.25,False,False,False,False,4.0,992,0.0,248,124.5,8.596774193548388,2132,28.3660055868438,248,80.0,7.157258064516129,1775.0,27.09847590732612,248,57.0,10.0,9.0,0.0,-0.11998672712346517,-0.06871142694585676,-0.10903659655657572,-0.20051256454681055,0.0,1.705290447573196,0.0,1.705290447573196,1.705290447573196,0.9817175426071723,1.6461350888677821,1.2536789064119818,1.705290447573196,0.3986185775566113,1.038860275340047,1.6528928071326416,1.3275898875020076,1.705290447573196,-0.028154784756706852,1.3862943611198906,1.3862943611198906,1.1786549963416462,1.3333333333333333,1.3333333333333333,0.017699115044247787,1.7777777777777777,1.0
NALGONDA,DEVARAKONDA,NAMPALLY,NAMPALLY,MEDLAVAI,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,73.0,2.25,False,False,False,False,4.0,992,0.0,248,124.5,8.596774193548388,2132,28.3660055868438,248,192.5,7.157258064516129,1775.0,27.09847590732612,248,171.5,10.0,9.0,0.0,-0.22975656715743742,-0.1886597892124073,-0.1515418845376535,-0.20051256454681055,0.0,1.705290447573196,0.0,1.705290447573196,1.705290447573196,0.9817175426071723,1.6461350888677821,1.2536789064119818,1.705290447573196,2.481538424360507,1.038860275340047,1.6528928071326416,1.3275898875020076,1.705290447573196,2.164371095587604,0.6931471805599453,0.6931471805599453,1.1786549963416462,4.0,4.0,0.0547945205479452,1.7777777777777777,1.0
NALGONDA,DEVARAKONDA,NAMPALLY,NAMPALLY,MUSTIPALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,0.0,1.5,False,False,False,False,4.0,992,0.0,248,124.5,8.596774193548388,2132,28.3660055868438,248,192.5,7.157258064516129,1775.0,27.09847590732612,248,171.5,10.0,9.0,0.0,-0.22975656715743742,-0.1886597892124073,-0.17182218533908278,-0.21253415952100216,0.0,1.705290447573196,0.0,1.705290447573196,1.705290447573196,0.9817175426071723,1.6461350888677821,1.2536789064119818,1.705290447573196,2.481538424360507,1.038860275340047,1.6528928071326416,1.3275898875020076,1.705290447573196,2.164371095587604,0.6931471805599453,0.6931471805599453,0.9162907318741551,4.0,4.0,,2.6666666666666665,1.0
NALGONDA,DEVARAKONDA,NAMPALLY,NAMPALLY,NAMPALLY (HQ),COTTAGE INDUSTRIES AND DHOBIGHATS,4,9,7.0,288.0,6.17,True,True,False,False,4.0,992,0.0,248,124.5,8.596774193548388,2132,28.3660055868438,248,35.5,7.157258064516129,1775.0,27.09847590732612,248,32.0,10.0,9.0,0.0,0.20932279297845158,0.17118529758724435,-0.09181223149234811,-0.13767969481503575,0.0,1.705290447573196,0.0,1.705290447573196,1.705290447573196,0.9817175426071723,1.6461350888677821,1.2536789064119818,1.705290447573196,-0.4252919396235963,1.038860275340047,1.6528928071326416,1.3275898875020076,1.705290447573196,-0.5068722258799189,2.302585092994046,2.0794415416798357,1.969905654611529,0.4444444444444444,0.5714285714285714,0.013888888888888888,0.6482982171799028,1.0
NALGONDA,DEVARAKONDA,NAMPALLY,NAMPALLY,NERALLAPALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,28.0,4.5,False,False,False,False,4.0,992,0.0,248,124.5,8.596774193548388,2132,28.3660055868438,248,192.5,7.157258064516129,1775.0,27.09847590732612,248,171.5,10.0,9.0,0.0,-0.22975656715743742,-0.1886597892124073,-0.16404343982620578,-0.16444777962423573,0.0,1.705290447573196,0.0,1.705290447573196,1.705290447573196,0.9817175426071723,1.6461350888677821,1.2536789064119818,1.705290447573196,2.481538424360507,1.038860275340047,1.6528928071326416,1.3275898875020076,1.705290447573196,2.164371095587604,0.6931471805599453,0.6931471805599453,1.7047480922384253,4.0,4.0,0.14285714285714285,0.8888888888888888,1.0
NALGONDA,DEVARAKONDA,NAMPALLY,NAMPALLY,PASNOOR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,2.0,139.0,0.85,False,False,False,False,4.0,992,0.0,248,124.5,8.596774193548388,2132,28.3660055868438,248,113.5,7.157258064516129,1775.0,27.09847590732612,248,79.5,10.0,9.0,0.0,-0.1748716471404513,-0.12868560807913204,-0.13320627011444347,-0.22295287516530155,0.0,1.705290447573196,0.0,1.705290447573196,1.705290447573196,0.9817175426071723,1.6461350888677821,1.2536789064119818,1.705290447573196,1.0188658208271046,1.038860275340047,1.6528928071326416,1.3275898875020076,1.705290447573196,0.40269091225418396,1.0986122886681098,1.0986122886681098,0.6151856390902335,2.0,2.0,0.02877697841726619,4.705882352941177,1.0
NALGONDA,DEVARAKONDA,NAMPALLY,NAMPALLY,S.LINGOTAM,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,0.0,2.25,False,False,False,False,4.0,992,0.0,248,124.5,8.596774193548388,2132,28.3660055868438,248,192.5,7.157258064516129,1775.0,27.09847590732612,248,171.5,10.0,9.0,0.0,-0.22975656715743742,-0.1886597892124073,-0.17182218533908278,-0.20051256454681055,0.0,1.705290447573196,0.0,1.705290447573196,1.705290447573196,0.9817175426071723,1.6461350888677821,1.2536789064119818,1.705290447573196,2.481538424360507,1.038860275340047,1.6528928071326416,1.3275898875020076,1.705290447573196,2.164371095587604,0.6931471805599453,0.6931471805599453,1.1786549963416462,4.0,4.0,,1.7777777777777777,1.0
NALGONDA,NALGONDA,MUNUGODU,CHANDUR,ANGADIPETA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,3,1.0,54.0,5.25,False,False,False,False,4.0,992,0.0,248,124.5,8.596774193548388,2132,28.3660055868438,248,80.0,7.157258064516129,1775.0,27.09847590732612,248,171.5,10.0,30.0,0.0,-0.11998672712346517,-0.1886597892124073,-0.15682031899282,-0.15242618465004412,0.0,1.705290447573196,0.0,1.705290447573196,1.705290447573196,0.9817175426071723,1.6461350888677821,1.2536789064119818,1.705290447573196,0.3986185775566113,1.038860275340047,1.6528928071326416,1.3275898875020076,1.705290447573196,2.164371095587604,1.3862943611198906,0.6931471805599453,1.8325814637483102,1.3333333333333333,4.0,0.07407407407407407,0.7619047619047619,1.0
NALGONDA,NALGONDA,MUNUGODU,CHANDUR,CHANDUR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,29,26.0,3858.0,78.87,True,True,True,True,4.0,992,0.0,248,124.5,8.596774193548388,2132,28.3660055868438,248,15.0,7.157258064516129,1775.0,27.09847590732612,248,15.0,10.0,30.0,0.0,1.307021193318174,1.3106947391194745,0.8999778213994668,1.0276135780166038,0.0,1.705290447573196,0.0,1.705290447573196,1.705290447573196,0.9817175426071723,1.6461350888677821,1.2536789064119818,1.705290447573196,-0.8048462228189729,1.038860275340047,1.6528928071326416,1.3275898875020076,1.705290447573196,-0.8324000858437031,3.4011973816621555,3.295836866004329,4.380400312929297,0.13793103448275862,0.15384615384615385,0.0010368066355624676,0.0507163687080005,1.0
NALGONDA,NALGONDA,MUNUGODU,CHANDUR,GATTUPPAL,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,1.0,424.0,4.5,False,False,False,False,4.0,992,0.0,248,124.5,8.596774193548388,2132,28.3660055868438,248,113.5,7.157258064516129,1775.0,27.09847590732612,248,171.5,10.0,30.0,0.0,-0.1748716471404513,-0.1886597892124073,-0.05402975328694565,-0.16444777962423573,0.0,1.705290447573196,0.0,1.705290447573196,1.705290447573196,0.9817175426071723,1.6461350888677821,1.2536789064119818,1.705290447573196,1.0188658208271046,1.038860275340047,1.6528928071326416,1.3275898875020076,1.705290447573196,2.164371095587604,1.0986122886681098,0.6931471805599453,1.7047480922384253,2.0,4.0,0.009433962264150943,0.8888888888888888,1.0
NALGONDA,NALGONDA,MUNUGODU,CHANDUR,IDIKUDA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,0.0,3.0,False,False,False,False,4.0,992,0.0,248,124.5,8.596774193548388,2132,28.3660055868438,248,192.5,7.157258064516129,1775.0,27.09847590732612,248,171.5,10.0,30.0,0.0,-0.22975656715743742,-0.1886597892124073,-0.17182218533908278,-0.18849096957261893,0.0,1.705290447573196,0.0,1.705290447573196,1.705290447573196,0.9817175426071723,1.6461350888677821,1.2536789064119818,1.705290447573196,2.481538424360507,1.038860275340047,1.6528928071326416,1.3275898875020076,1.705290447573196,2.164371095587604,0.6931471805599453,0.6931471805599453,1.3862943611198906,4.0,4.0,,1.3333333333333333,1.0
NALGONDA,NALGONDA,MUNUGODU,CHANDUR,KASTHALA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,4,1.0,0.0,9.0,False,False,False,False,4.0,992,0.0,248,124.5,8.596774193548388,2132,28.3660055868438,248,64.0,7.157258064516129,1775.0,27.09847590732612,248,171.5,10.0,30.0,0.0,-0.06510180710647905,-0.1886597892124073,-0.17182218533908278,-0.0923182097790861,0.0,1.705290447573196,0.0,1.705290447573196,1.705290447573196,0.9817175426071723,1.6461350888677821,1.2536789064119818,1.705290447573196,0.10238108823339055,1.038860275340047,1.6528928071326416,1.3275898875020076,1.705290447573196,2.164371095587604,1.6094379124341003,0.6931471805599453,2.302585092994046,1.0,4.0,,0.4444444444444444,1.0
NALGONDA,NALGONDA,MUNUGODU,CHANDUR,PULLEMLA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,31.0,2.25,False,False,False,False,4.0,992,0.0,248,124.5,8.596774193548388,2132,28.3660055868438,248,192.5,7.157258064516129,1775.0,27.09847590732612,248,171.5,10.0,30.0,0.0,-0.22975656715743742,-0.1886597892124073,-0.16321000280696896,-0.20051256454681055,0.0,1.705290447573196,0.0,1.705290447573196,1.705290447573196,0.9817175426071723,1.6461350888677821,1.2536789064119818,1.705290447573196,2.481538424360507,1.038860275340047,1.6528928071326416,1.3275898875020076,1.705290447573196,2.164371095587604,0.6931471805599453,0.6931471805599453,1.1786549963416462,4.0,4.0,0.12903225806451613,1.7777777777777777,1.0
NALGONDA,NALGONDA,MUNUGODU,CHANDUR,SIRDEPALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,2.0,41.0,0.56,False,False,False,False,4.0,992,0.0,248,124.5,8.596774193548388,2132,28.3660055868438,248,113.5,7.157258064516129,1775.0,27.09847590732612,248,79.5,10.0,30.0,0.0,-0.1748716471404513,-0.12868560807913204,-0.1604318794095129,-0.22760122522198895,0.0,1.705290447573196,0.0,1.705290447573196,1.705290447573196,0.9817175426071723,1.6461350888677821,1.2536789064119818,1.705290447573196,1.0188658208271046,1.038860275340047,1.6528928071326416,1.3275898875020076,1.705290447573196,0.40269091225418396,1.0986122886681098,1.0986122886681098,0.44468582126144574,2.0,2.0,0.0975609756097561,7.142857142857142,1.0
NALGONDA,NALGONDA,MUNUGODU,CHANDUR,THERATPALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,4,1.0,6.0,12.0,False,False,False,False,4.0,992,0.0,248,124.5,8.596774193548388,2132,28.3660055868438,248,64.0,7.157258064516129,1775.0,27.09847590732612,248,171.5,10.0,30.0,0.0,-0.06510180710647905,-0.1886597892124073,-0.17015531130060912,-0.044231829882319676,0.0,1.705290447573196,0.0,1.705290447573196,1.705290447573196,0.9817175426071723,1.6461350888677821,1.2536789064119818,1.705290447573196,0.10238108823339055,1.038860275340047,1.6528928071326416,1.3275898875020076,1.705290447573196,2.164371095587604,1.6094379124341003,0.6931471805599453,2.5649493574615367,1.0,4.0,0.6666666666666666,0.3333333333333333,1.0
